Location,locationName,locationUsage,Inactive,Location_Type,Primary_Address
L-ISU-270-15567,0176 SCIENCE - Science Hall,Business Asset,0,General Use Facilities,0176 Science
L-ISU-235-17484,0176 TOWN - Town Engineering Building,Work Space; Business Asset,0,Office Facilities,0176 Town Engr
L-ISU-613-2106,0176A ASC 2 - Applied Science Complex 2,Business Asset,0,Laboratory Facilities,0176A Applied Sci 2
L-ISU-471-8042,0176A HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0176A Hilton
L-ISU-612-1996,0177 ASC 1 - Applied Science Complex 1,Business Asset,0,Laboratory Facilities,0177 Applied Sci 1
L-ISU-613-2107,0177 ASC 2 - Applied Science Complex 2,Work Space; Business Asset,0,Office Facilities,0177 Applied Sci 2
L-ISU-1012-27737,0177 CPMI - Cost Planning Mgmt International,Work Space; Business Asset,0,Office Facilities,0177 Cpmi
L-ISU-461-7728,0177 HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0177 Heady
L-ISU-471-8047,0177 HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0177 Hilton
L-ISU-378-11059,0177 LIED - Lied Recreation/Athletic Ctr,Business Asset,0,Special Use Facilities,0177 Lied
L-ISU-389-11784,0177 MEATS L - Meats Laboratory (New),Business Asset,0,Supporting Facilities,0177 Meats Lab
L-ISU-392-20918,0177 METALS - Metals Development,Business Asset,0,Laboratory Facilities,0177 Metals Dev
L-ISU-269-15061,0177 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0177 Science 2
L-ISU-270-15568,0177 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0177 Science
L-ISU-235-17485,0177 TOWN - Town Engineering Building,Business Asset,0,Laboratory Facilities,0177 Town Engr
L-ISU-471-8048,0177A HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0177A Hilton
L-ISU-471-8049,0177B HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0177B Hilton
L-ISU-1012-27738,0178 CPMI - Cost Planning Mgmt International,Work Space; Business Asset,0,Office Facilities,0178 Cpmi
L-ISU-460-21770,0178 HAMILTN - Hamilton Hall,Business Asset,0,General Use Facilities,0178 Hamilton
L-ISU-461-7729,0178 HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0178 Heady
L-ISU-471-26495,0178 HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0178 Hilton
L-ISU-378-11060,0178 LIED - Lied Recreation/Athletic Ctr,Business Asset,0,Special Use Facilities,0178 Lied
L-ISU-389-11785,0178 MEATS L - Meats Laboratory (New),Business Asset,0,Supporting Facilities,0178 Meats Lab
L-ISU-260-14513,0178 ROSS H - Ross Hall,Business Asset,0,Other,0178 Ross
L-ISU-270-15569,0178 SCIENCE - Science Hall,Business Asset,0,General Use Facilities,0178 Science
L-ISU-271-15888,0178 SEED - Seed Science,Business Asset,0,Laboratory Facilities,0178 Seed Science
L-ISU-235-17486,0178 TOWN - Town Engineering Building,Business Asset,0,Classroom Facilities,0178 Town Engr
L-ISU-447-6435,0178A FORKER - Barbara E Forker Building,Business Asset,0,Other,0178A Forker
L-ISU-460-21771,0178A HAMILTN - Hamilton Hall,Work Space; Business Asset,0,Office Facilities,0178A Hamilton
L-ISU-461-7731,0178A HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0178A Heady
L-ISU-471-26496,0178A HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0178A Hilton
L-ISU-460-21772,0178B HAMILTN - Hamilton Hall,Work Space; Business Asset,0,Office Facilities,0178B Hamilton
L-ISU-461-7768,0178B HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0178B Heady
L-ISU-447-6436,0178N FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0178N Forker
L-ISU-447-6437,0178S FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0178S Forker
L-ISU-613-2108,0179 ASC 2 - Applied Science Complex 2,Work Space; Business Asset,0,Office Facilities,0179 Applied Sci 2
L-ISU-1012-27739,0179 CPMI - Cost Planning Mgmt International,Work Space; Business Asset,0,Office Facilities,0179 Cpmi
L-ISU-454-6805,0179 GEN SVC - General Services Building,Business Asset,0,General Use Facilities,0179 General Svcs
L-ISU-461-7808,0179 HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0179 Heady
L-ISU-471-8051,0179 HILTON - Hilton Coliseum,Business Asset,0,Other,0179 Hilton
L-ISU-405-10039,0179 LAGOMAR - Lagomarcino Hall,Business Asset,0,Supporting Facilities,0179 Lagomarcino
L-ISU-389-11786,0179 MEATS L - Meats Laboratory (New),Business Asset,0,Supporting Facilities,0179 Meats Lab
L-ISU-267-14839,0179 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0179 Scheman
L-ISU-269-15100,0179 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0179 Science 2
L-ISU-235-17487,0179 TOWN - Town Engineering Building,Work Space; Business Asset,0,Office Facilities,0179 Town Engr
L-ISU-613-2109,0180 ASC 2 - Applied Science Complex 2,Business Asset,0,Laboratory Facilities,0180 Applied Sci 2
L-ISU-625-2808,0180 BESSEY - Bessey Hall,Business Asset,0,Other,0180 Bessey
L-ISU-1012-29703,0180 CPMI - Cost Planning Mgmt International,Work Space; Business Asset,0,Office Facilities,0180 Cpmi
L-ISU-447-6438,0180 FORKER - Barbara E Forker Building,Business Asset,0,Supporting Facilities,0180 Forker
L-ISU-460-21773,0180 HAMILTN - Hamilton Hall,Business Asset,0,Other,0180 Hamilton
L-ISU-461-7809,0180 HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0180 Heady
L-ISU-471-8052,0180 HILTON - Hilton Coliseum,Business Asset,0,General Use Facilities,0180 Hilton
L-ISU-405-9987,0180 LAGOMAR - Lagomarcino Hall,Business Asset,0,Other,0180 Lagomarcino
L-ISU-378-11062,0180 LIED - Lied Recreation/Athletic Ctr,Business Asset,0,Special Use Facilities,0180 Lied
L-ISU-389-11787,0180 MEATS L - Meats Laboratory (New),Business Asset,0,Other,0180 Meats Lab
L-ISU-392-20919,0180 METALS - Metals Development,Business Asset,0,Laboratory Facilities,0180 Metals Dev
L-ISU-366-703,0180 POWER - Power Plant,Business Asset,0,Other,0180 Power Plant
L-ISU-260-23180,0180 ROSS H - Ross Hall,Business Asset,0,Other,0180 Ross
L-ISU-269-15101,0180 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0180 Science 2
L-ISU-271-30187,0180 SEED - Seed Science,Business Asset,0,Other,0180 Seed Science
L-ISU-223-26913,0180 ST GYM - State Gymnasium,Business Asset,0,Special Use Facilities,0180 State Gym
L-ISU-226-16830,0180 STD SER - Student Service Building,Business Asset,0,Other,0180 Student Svcs
L-ISU-235-17488,0180 TOWN - Town Engineering Building,Work Space; Business Asset,0,Office Facilities,0180 Town Engr
L-ISU-612-1997,0180A ASC 1 - Applied Science Complex 1,Business Asset,0,Laboratory Facilities,0180A Applied Sci 1
L-ISU-461-7810,0180A HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0180A Heady
L-ISU-223-26914,0180A ST GYM - State Gymnasium,Work Space; Business Asset,0,Office Facilities,0180A State Gym
L-ISU-612-1998,0180B ASC 1 - Applied Science Complex 1,Business Asset,0,Laboratory Facilities,0180B Applied Sci 1
L-ISU-461-7811,0180B HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0180B Heady
L-ISU-223-26915,0180B ST GYM - State Gymnasium,Work Space; Business Asset,0,Office Facilities,0180B State Gym
L-ISU-612-1999,0180C ASC 1 - Applied Science Complex 1,Business Asset,0,Laboratory Facilities,0180C Applied Sci 1
L-ISU-461-7812,0180C HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0180C Heady
L-ISU-223-26916,0180C ST GYM - State Gymnasium,Work Space; Business Asset,0,Office Facilities,0180C State Gym
L-ISU-612-2000,0180D ASC 1 - Applied Science Complex 1,Business Asset,0,Laboratory Facilities,0180D Applied Sci 1
L-ISU-461-7813,0180D HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0180D Heady
L-ISU-612-2001,0180J ASC 1 - Applied Science Complex 1,Business Asset,0,Laboratory Facilities,0180J Applied Sci 1
L-ISU-612-2002,0180K ASC 1 - Applied Science Complex 1,Business Asset,0,Supporting Facilities,0180K Applied Sci 1
L-ISU-612-2003,0180L ASC 1 - Applied Science Complex 1,Business Asset,0,,0180L Applied Sci 1
L-ISU-612-2042,0180N ASC 1 - Applied Science Complex 1,Business Asset,0,Laboratory Facilities,0180N Applied Sci 1
L-ISU-271-30182,0180W SEED - Seed Science,Business Asset,0,Other,0180W Seed Science
L-ISU-613-2110,0181 ASC 2 - Applied Science Complex 2,Work Space; Business Asset,0,Office Facilities,0181 Applied Sci 2
L-ISU-625-2809,0181 BESSEY - Bessey Hall,Business Asset,0,Other,0181 Bessey
L-ISU-534-4978,0181 DESIGN - College Of Design,Business Asset,0,General Use Facilities,0181 Design
L-ISU-447-28674,0181 FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0181 Forker
L-ISU-460-21775,0181 HAMILTN - Hamilton Hall,Business Asset,0,Other,0181 Hamilton
L-ISU-461-7814,0181 HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0181 Heady
L-ISU-471-8053,0181 HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0181 Hilton
L-ISU-226-16831,0181 STD SER - Student Service Building,Business Asset,0,Other,0181 Student Svcs
L-ISU-534-4979,0181A DESIGN - College Of Design,Business Asset,0,General Use Facilities,0181A Design
L-ISU-471-8054,0181A HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0181A Hilton
L-ISU-471-26506,0181B HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0181B Hilton
L-ISU-613-2111,0182 ASC 2 - Applied Science Complex 2,Business Asset,0,Laboratory Facilities,0182 Applied Sci 2
L-ISU-625-2810,0182 BESSEY - Bessey Hall,Business Asset,0,Other,0182 Bessey
L-ISU-1012-27744,0182 CPMI - Cost Planning Mgmt International,Business Asset,1,,0182 Cpmi
L-ISU-460-21774,0182 HAMILTN - Hamilton Hall,Business Asset,0,Other,0182 Hamilton
L-ISU-471-8055,0182 HILTON - Hilton Coliseum,Business Asset,0,General Use Facilities,0182 Hilton
L-ISU-405-10037,0182 LAGOMAR - Lagomarcino Hall,Work Space; Business Asset,0,Office Facilities,0182 Lagomarcino
L-ISU-378-11064,0182 LIED - Lied Recreation/Athletic Ctr,Business Asset,0,Special Use Facilities,0182 Lied
L-ISU-389-11788,0182 MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,Office Facilities,0182 Meats Lab
L-ISU-260-23179,0182 ROSS H - Ross Hall,Business Asset,0,Other,0182 Ross
L-ISU-267-14840,0182 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0182 Scheman
L-ISU-447-29004,0182A FORKER - Barbara E Forker Building,Business Asset,0,Special Use Facilities,0182A Forker
L-ISU-613-2112,0183 ASC 2 - Applied Science Complex 2,Work Space; Business Asset,0,Office Facilities,0183 Applied Sci 2
L-ISU-625-2811,0183 BESSEY - Bessey Hall,Business Asset,0,Other,0183 Bessey
L-ISU-580-3660,0183 CARVER - Carver Hall,Business Asset,0,Other,0183 Carver
L-ISU-447-23434,0183 FORKER - Barbara E Forker Building,Business Asset,0,Special Use Facilities,0183 Forker
L-ISU-461-7815,0183 HEADY - Heady Hall,Work Space; Business Asset,0,Office Facilities,0183 Heady
L-ISU-471-8056,0183 HILTON - Hilton Coliseum,Business Asset,0,General Use Facilities,0183 Hilton
L-ISU-389-11789,0183 MEATS L - Meats Laboratory (New),Business Asset,0,Supporting Facilities,0183 Meats Lab
L-ISU-260-28173,0183 ROSS H - Ross Hall,Business Asset,0,Supporting Facilities,0183 Ross
L-ISU-271-15889,0183 SEED - Seed Science,Business Asset,0,General Use Facilities,0183 Seed Science
L-ISU-226-16832,0183 STD SER - Student Service Building,Business Asset,0,Other,0183 Student Svcs
L-ISU-447-29005,0183A FORKER - Barbara E Forker Building,Business Asset,0,Special Use Facilities,0183A Forker
L-ISU-454-28561,0183A GEN SVC - General Services Building,Business Asset,0,,0183A General Svcs
L-ISU-471-8057,0183A HILTON - Hilton Coliseum,Business Asset,0,Other,0183A Hilton
L-ISU-389-11790,0183A MEATS L - Meats Laboratory (New),Business Asset,0,Supporting Facilities,0183A Meats Lab
L-ISU-260-28174,0183A ROSS H - Ross Hall,Business Asset,0,Other,0183A Ross
L-ISU-271-22084,0183A SEED - Seed Science,Business Asset,0,Supporting Facilities,0183A Seed Science
L-ISU-226-16833,0183A STD SER - Student Service Building,Business Asset,0,Supporting Facilities,0183A Student Svcs
L-ISU-447-29006,0183B FORKER - Barbara E Forker Building,Business Asset,0,Special Use Facilities,0183B Forker
L-ISU-389-11791,0183B MEATS L - Meats Laboratory (New),Business Asset,0,Supporting Facilities,0183B Meats Lab
L-ISU-271-22085,0183B SEED - Seed Science,Work Space; Business Asset,0,Office Facilities,0183B Seed Science
L-ISU-271-22086,0183C SEED - Seed Science,Work Space; Business Asset,0,Office Facilities,0183C Seed Science
L-ISU-271-22087,0183D SEED - Seed Science,Work Space; Business Asset,0,Office Facilities,0183D Seed Science
L-ISU-271-22088,0183E SEED - Seed Science,Work Space; Business Asset,0,Office Facilities,0183E Seed Science
L-ISU-580-3662,0184 CARVER - Carver Hall,Business Asset,0,Classroom Facilities,0184 Carver
L-ISU-447-21738,0184 FORKER - Barbara E Forker Building,Business Asset,0,Special Use Facilities,0184 Forker
L-ISU-454-6806,0184 GEN SVC - General Services Building,Business Asset,0,Supporting Facilities,0184 General Svcs
L-ISU-471-8058,0184 HILTON - Hilton Coliseum,Business Asset,0,General Use Facilities,0184 Hilton
L-ISU-376-10660,0184 LIBRARY - Parks Library,Business Asset,0,General Use Facilities,0184 Parks Library
L-ISU-269-15104,0184 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0184 Science 2
L-ISU-226-16834,0184 STD SER - Student Service Building,Business Asset,0,Other,0184 Student Svcs
L-ISU-447-6439,0184A FORKER - Barbara E Forker Building,Business Asset,0,Other,0184A Forker
L-ISU-454-6807,0184A GEN SVC - General Services Building,Work Space; Business Asset,0,Office Facilities,0184A General Svcs
L-ISU-376-10697,0184B LIBRARY - Parks Library,Business Asset,0,Other,0184B Parks Library
L-ISU-612-2081,0185 ASC 1 - Applied Science Complex 1,Business Asset,0,Other,0185 Applied Sci 1
L-ISU-613-2113,0185 ASC 2 - Applied Science Complex 2,Business Asset,0,Laboratory Facilities,0185 Applied Sci 2
L-ISU-580-28164,0185 CARVER - Carver Hall,Business Asset,0,,0185 Carver
L-ISU-447-28673,0185 FORKER - Barbara E Forker Building,Business Asset,0,Other,0185 Forker
L-ISU-471-8059,0185 HILTON - Hilton Coliseum,Business Asset,0,General Use Facilities,0185 Hilton
L-ISU-405-10261,0185 LAGOMAR - Lagomarcino Hall,Business Asset,0,Other,0185 Lagomarcino
L-ISU-376-29664,0185 LIBRARY - Parks Library,Business Asset,0,Supporting Facilities,0185 Parks Library
L-ISU-389-11792,0185 MEATS L - Meats Laboratory (New),Business Asset,0,Other,0185 Meats Lab
L-ISU-269-15105,0185 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0185 Science 2
L-ISU-271-15890,0185 SEED - Seed Science,Business Asset,0,Supporting Facilities; Laboratory Facilities,0185 Seed Science
L-ISU-223-26917,0185 ST GYM - State Gymnasium,Business Asset,0,General Use Facilities,0185 State Gym
L-ISU-612-2082,0186 ASC 1 - Applied Science Complex 1,Business Asset,0,Supporting Facilities,0186 Applied Sci 1
L-ISU-625-2812,0186 BESSEY - Bessey Hall,Business Asset,0,Other,0186 Bessey
L-ISU-447-6440,0186 FORKER - Barbara E Forker Building,Business Asset,0,Other,0186 Forker
L-ISU-471-8060,0186 HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0186 Hilton
L-ISU-376-29674,0186 LIBRARY - Parks Library,Business Asset,0,,0186 Parks Library
L-ISU-378-11102,0186 LIED - Lied Recreation/Athletic Ctr,Business Asset,0,Special Use Facilities,0186 Lied
L-ISU-389-11793,0186 MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,Office Facilities,0186 Meats Lab
L-ISU-267-14841,0186 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0186 Scheman
L-ISU-269-15106,0186 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0186 Science 2
L-ISU-226-16835,0186 STD SER - Student Service Building,Business Asset,0,Other,0186 Student Svcs
L-ISU-471-8061,0186A HILTON - Hilton Coliseum,Business Asset,0,Other,0186A Hilton
L-ISU-625-2813,0187 BESSEY - Bessey Hall,Business Asset,0,Other,0187 Bessey
L-ISU-447-6441,0187 FORKER - Barbara E Forker Building,Work Space; Business Asset,0,Office Facilities,0187 Forker
L-ISU-449-6608,0187 FRILEY - Friley Residence,Work Space; Business Asset,0,Office Facilities,0187 Friley
L-ISU-471-8065,0187 HILTON - Hilton Coliseum,Business Asset,0,Other,0187 Hilton
L-ISU-376-29666,0187 LIBRARY - Parks Library,Business Asset,0,,0187 Parks Library
L-ISU-389-11794,0187 MEATS L - Meats Laboratory (New),Business Asset,0,Other,0187 Meats Lab
L-ISU-392-20920,0187 METALS - Metals Development,Business Asset,0,Laboratory Facilities,0187 Metals Dev
L-ISU-269-15107,0187 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0187 Science 2
L-ISU-271-15891,0187 SEED - Seed Science,Business Asset,0,Supporting Facilities; Laboratory Facilities,0187 Seed Science
L-ISU-235-17489,0187 TOWN - Town Engineering Building,Business Asset,0,Other,0187 Town Engr
L-ISU-447-6442,0187A FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0187A Forker
L-ISU-471-26515,0187A HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0187A Hilton
L-ISU-271-22089,0187A SEED - Seed Science,Business Asset,0,Supporting Facilities; Laboratory Facilities,0187A Seed Science
L-ISU-447-6443,0187B FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0187B Forker
L-ISU-447-28672,0187C FORKER - Barbara E Forker Building,Work Space; Business Asset,0,Office Facilities,0187C Forker
L-ISU-447-6444,0187D FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0187D Forker
L-ISU-447-6445,0187E FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0187E Forker
L-ISU-447-6446,0187F FORKER - Barbara E Forker Building,Work Space; Business Asset,0,Office Facilities,0187F Forker
L-ISU-447-6447,0187G FORKER - Barbara E Forker Building,Work Space; Business Asset,0,Office Facilities,0187G Forker
L-ISU-447-6448,0187H FORKER - Barbara E Forker Building,Business Asset,0,General Use Facilities,0187H Forker
L-ISU-612-2083,0188 ASC 1 - Applied Science Complex 1,Business Asset,0,Supporting Facilities,0188 Applied Sci 1
L-ISU-625-2814,0188 BESSEY - Bessey Hall,Business Asset,0,Other,0188 Bessey
L-ISU-447-6417,0188 FORKER - Barbara E Forker Building,Business Asset,0,,0188 Forker
L-ISU-471-8066,0188 HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0188 Hilton
L-ISU-376-29655,0188 LIBRARY - Parks Library,Business Asset,0,Other,0188 Parks Library
L-ISU-389-11795,0188 MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,Office Facilities,0188 Meats Lab
L-ISU-267-14842,0188 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0188 Scheman
L-ISU-271-30183,0188 SEED - Seed Science,Business Asset,0,Supporting Facilities,0188 Seed Science
L-ISU-471-8067,0188A HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0188A Hilton
L-ISU-625-2815,0189 BESSEY - Bessey Hall,Business Asset,0,Other,0189 Bessey
L-ISU-534-4980,0189 DESIGN - College Of Design - Design Cafe,Business Asset,0,General Use Facilities,0189 Design
L-ISU-447-22645,0189 FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0189 Forker
L-ISU-471-8070,0189 HILTON - Hilton Coliseum,Business Asset,0,Other,0189 Hilton
L-ISU-376-29667,0189 LIBRARY - Parks Library,Business Asset,0,Other,0189 Parks Library
L-ISU-392-20921,0189 METALS - Metals Development,Business Asset,0,Laboratory Facilities,0189 Metals Dev
L-ISU-271-30184,0189 SEED - Seed Science,Business Asset,0,,0189 Seed Science
L-ISU-447-22646,0189A FORKER - Barbara E Forker Building,Work Space; Business Asset,0,Office Facilities,0189A Forker
L-ISU-447-22647,0189B FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0189B Forker
L-ISU-447-22648,0189C FORKER - Barbara E Forker Building,Work Space; Business Asset,0,Office Facilities,0189C Forker
L-ISU-580-3663,0190 CARVER - Carver Hall,Business Asset,0,Classroom Facilities,0190 Carver
L-ISU-447-6456,0190 FORKER - Barbara E Forker Building,Business Asset,0,Other,0190 Forker
L-ISU-981-25829,0190 HACH - Hach Hall,Business Asset,0,Other,0190 Hach
L-ISU-460-21777,0190 HAMILTN - Hamilton Hall,Business Asset,0,Other,0190 Hamilton
L-ISU-471-8033,0190 HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0190 Hilton
L-ISU-897-23030,0190 HIXSON - Hixson-Lied Student Success Center,Business Asset,0,Other,0190 Hixson Lied
L-ISU-405-9982,0190 LAGOMAR - Lagomarcino Hall,Business Asset,0,Other,0190 Lagomarcino
L-ISU-392-20922,0190 METALS - Metals Development,Business Asset,0,Laboratory Facilities,0190 Metals Dev
L-ISU-267-14843,0190 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0190 Scheman
L-ISU-269-15108,0190 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0190 Science 2
L-ISU-271-24517,0190 SEED - Seed Science,Business Asset,0,Other,0190 Seed Science
L-ISU-223-26918,0190 ST GYM - State Gymnasium,Business Asset,0,Other,0190 State Gym
L-ISU-471-7995,0190A HILTON - Hilton Coliseum,Business Asset,0,Special Use Facilities,0190A Hilton
L-ISU-481-5420,0191 DURHAM - Charles W. Durham and Margre Henningson Durham Center For Computation and Communication,Work Space; Business Asset,0,Office Facilities,0191 Durham
L-ISU-447-22217,0191 FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0191 Forker
L-ISU-981-26324,0191 HACH - Hach Hall,Business Asset,0,Other,0191 Hach
L-ISU-460-21778,0191 HAMILTN - Hamilton Hall,Business Asset,0,Other,0191 Hamilton
L-ISU-376-10706,0191 LIBRARY - Parks Library,Business Asset,0,Study Facilities,0191 Parks Library
L-ISU-389-11796,0191 MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,General Use Facilities; Office Facilities,0191 Meats Lab
L-ISU-267-26533,0191 SCHEMAN - Scheman Building,Business Asset,0,Other,0191 Scheman
L-ISU-269-22495,0191 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0191 Science 2
L-ISU-271-24523,0191 SEED - Seed Science,Business Asset,0,General Use Facilities,0191 Seed Science
L-ISU-223-27049,0191 ST GYM - State Gymnasium,Business Asset,0,Other,0191 State Gym
L-ISU-481-5421,0191B DURHAM - Charles W. Durham and Margre Henningson Durham Center For Computation and Communication,Work Space; Business Asset,0,Office Facilities,0191B Durham
L-ISU-481-5383,0191C DURHAM - Charles W. Durham and Margre Henningson Durham Center For Computation and Communication,Work Space; Business Asset,0,Office Facilities,0191C Durham
L-ISU-481-5345,0191D DURHAM - Charles W. Durham and Margre Henningson Durham Center For Computation and Communication,Business Asset,0,Laboratory Facilities,0191D Durham
L-ISU-481-5346,0191E DURHAM - Charles W. Durham and Margre Henningson Durham Center For Computation and Communication,Business Asset,0,Laboratory Facilities,0191E Durham
L-ISU-447-6457,0192 FORKER - Barbara E Forker Building,Business Asset,0,Special Use Facilities,0192 Forker
L-ISU-454-6808,0192 GEN SVC - General Services Building,Business Asset,0,Supporting Facilities,0192 General Svcs
L-ISU-471-7996,0192 HILTON - Hilton Coliseum,Business Asset,0,General Use Facilities,0192 Hilton
L-ISU-376-10707,0192 LIBRARY - Parks Library,Work Space; Business Asset,0,Office Facilities,0192 Parks Library
L-ISU-378-22445,0192 LIED - Lied Recreation/Athletic Ctr,Business Asset,0,Supporting Facilities,0192 Lied
L-ISU-392-20923,0192 METALS - Metals Development,Business Asset,0,Laboratory Facilities,0192 Metals Dev
L-ISU-269-22496,0192 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0192 Science 2
L-ISU-271-24520,0192 SEED - Seed Science,Business Asset,0,Supporting Facilities,0192 Seed Science
L-ISU-223-26920,0192 ST GYM - State Gymnasium,Business Asset,0,,0192 State Gym
L-ISU-454-6809,0192A GEN SVC - General Services Building,Work Space; Business Asset,0,Office Facilities,0192A General Svcs
L-ISU-376-10708,0192A LIBRARY - Parks Library,Work Space; Business Asset,0,Office Facilities,0192A Parks Library
L-ISU-271-24521,0192A SEED - Seed Science,Work Space; Business Asset,0,Office Facilities,0192A Seed Science
L-ISU-454-6810,0192B GEN SVC - General Services Building,Work Space; Business Asset,0,Office Facilities,0192B General Svcs
L-ISU-267-14844,0193 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0193 Scheman
L-ISU-269-22494,0193 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Other,0193 Science 2
L-ISU-223-26921,0193 ST GYM - State Gymnasium,Business Asset,0,Other,0193 State Gym
L-ISU-235-17491,0193 TOWN - Town Engineering Building,Business Asset,0,Other,0193 Town Engr
L-ISU-447-6458,0194 FORKER - Barbara E Forker Building,Business Asset,0,Laboratory Facilities,0194 Forker
L-ISU-389-11797,0194 MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,Office Facilities,0194 Meats Lab
L-ISU-271-24518,0194 SEED - Seed Science,Business Asset,0,,0194 Seed Science
L-ISU-223-26922,0194 ST GYM - State Gymnasium,Business Asset,0,,0194 State Gym
L-ISU-235-17492,0194 TOWN - Town Engineering Building - Kiewit Student Study Center,Business Asset,0,Laboratory Facilities,0194 Town Engr
L-ISU-389-11798,0194A MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,Office Facilities,0194A Meats Lab
L-ISU-235-17493,0194A TOWN - Town Engineering Building,Business Asset,0,Laboratory Facilities,0194A Town Engr
L-ISU-389-11799,0194B MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,Office Facilities,0194B Meats Lab
L-ISU-235-24175,0194B TOWN - Town Engineering Building,Business Asset,0,Laboratory Facilities,0194B Town Engr
L-ISU-389-11800,0194C MEATS L - Meats Laboratory (New),Work Space; Business Asset,0,Office Facilities,0194C Meats Lab
L-ISU-612-2084,0195 ASC 1 - Applied Science Complex 1,Business Asset,0,Supporting Facilities,0195 Applied Sci 1
L-ISU-481-5347,0195 DURHAM - Charles W. Durham and Margre Henningson Durham Center For Computation and Communication,Work Space; Business Asset,0,Office Facilities,0195 Durham
L-ISU-454-6811,0195 GEN SVC - General Services Building,Work Space; Business Asset,0,Office Facilities,0195 General Svcs
L-ISU-405-10083,0195 LAGOMAR - Lagomarcino Hall,Business Asset,0,Other,0195 Lagomarcino
L-ISU-388-28688,0195 MARSTON - Marston Hall,Business Asset,0,Other,0195 Marston
L-ISU-267-14845,0195 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0195 Scheman
L-ISU-271-24524,0195 SEED - Seed Science,Business Asset,0,General Use Facilities,0195 Seed Science
L-ISU-223-26923,0195 ST GYM - State Gymnasium,Business Asset,0,Other,0195 State Gym
L-ISU-235-17494,0195 TOWN - Town Engineering Building,Business Asset,0,,0195 Town Engr
